player_id,name,draft_season,pick,round,draft_position,veteran_position,experience,target_season,rookie_forecast_year,rookie_information_through_season,veteran_feature_season,veteran_information_through_season,information_gap_seasons,appeared,points,games,label_source,rookie_p_appear,rookie_e_points,rookie_e_points_given_appear,rookie_e_games,veteran_p_appear,veteran_e_points,veteran_e_points_given_appear,veteran_e_games,veteran_games_t,thin_history,veteran_row_without_window_appearance,err_rookie,err_veteran,abs_err_rookie,abs_err_veteran,sq_err_rookie,sq_err_veteran,veteran_closer
00-0027981,Kyle Rudolph,2011,43,2,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,154.3,15.0,artifact,0.935201721381185,79.02433900760252,84.49977924644182,9.80647668791587,0.9505385408891528,71.9702593406126,75.71524587871016,11.107189073239391,14,False,False,-75.27566099239749,-82.32974065938741,75.27566099239749,82.32974065938741,5666.425137842353,6778.186197041989,False
00-0027982,Titus Young,2011,44,2,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,96.9,10.0,artifact,0.922505125686884,85.90164862044203,93.1178008972914,10.03228475818172,0.9852145063434103,127.79920587141424,129.71713778934964,12.35884917934641,17,False,False,-10.998351379557974,30.89920587141424,10.998351379557974,30.89920587141424,120.96373306822478,954.7609234840402,False
00-0027985,Lance Kendricks,2011,47,2,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,113.6,15.0,artifact,0.921346044197064,67.76916890721229,73.55452311761088,9.6899890981801,0.9497842282943312,65.5299463187875,68.99456146631258,11.028065733687567,15,False,False,-45.830831092787705,-48.0700536812125,45.830831092787705,48.0700536812125,2100.4650786556363,2310.7300609146514,False
00-0027994,Shane Vereen,2011,56,2,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,66.2,11.0,artifact,0.9258141800071628,107.53985154759827,116.1570581547652,10.658420118679985,0.6414644588747511,27.021397733047728,42.1245438608529,4.964968534265931,3,True,False,41.33985154759827,-39.178602266952275,41.33985154759827,39.178602266952275,1708.9833259774632,1534.962875592038,True
00-0027996,Torrey Smith,2011,58,2,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,183.8,15.0,artifact,0.9147982684825916,78.52704433177155,85.84083183938152,9.747247737926928,0.991002172122066,151.48077537951224,152.85614869555877,12.738804935876583,17,False,False,-105.27295566822846,-32.31922462048777,105.27295566822846,32.31922462048777,11082.395195124795,1044.532280069543,True
00-0027997,Greg Little,2011,59,2,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,130.4,15.0,artifact,0.9141936903248034,78.06348950095159,85.39053630223204,9.728362452252622,0.9816254193912236,121.26224311037944,123.53209352054355,12.041262140278151,16,False,False,-52.336510499048416,-9.137756889620562,52.336510499048416,9.137756889620562,2739.110331217005,83.49860097380804,True
00-0028000,Daniel Thomas,2011,62,2,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,83.1,12.0,artifact,0.9174365479542886,99.12042947900846,108.04063746972848,10.552411861468448,0.8888562037322525,74.07678447201769,83.33944698925859,9.620459082607857,13,False,False,16.02042947900847,-9.023215527982302,16.02042947900847,9.023215527982302,256.6541606918836,81.41841846442092,True
00-0028002,Randall Cobb,2011,64,2,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,242.6,15.0,artifact,0.9145301892551834,80.0979119917427,87.58367184901407,9.60490486320316,0.9687371879877004,87.90830891667851,90.74526095079014,11.499272303723576,16,False,False,-162.5020880082573,-154.69169108332147,162.5020880082573,154.69169108332147,26406.9286070434,23929.51929021776,True
00-0028007,Rob Housler,2011,69,3,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,86.7,15.0,artifact,0.875091541428181,51.51917663420814,58.872899799862054,8.31370621289112,0.8447059188494987,33.88918570297355,40.11950780353368,7.80158755636289,9,False,False,-35.180823365791866,-52.810814297026454,35.180823365791866,52.810814297026454,1237.690332695047,2788.9821067150137,False
00-0028009,DeMarco Murray,2011,71,3,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,135.8,9.0,artifact,0.8744340584545598,85.81534054949314,98.13814972070026,9.511883026354136,0.9390833615662671,124.69225885100757,132.78082005737735,10.899942624155452,13,False,False,-49.98465945050687,-11.107741148992446,49.98465945050687,11.107741148992446,2498.4661803831455,123.38191343302002,True
00-0028011,Stevan Ridley,2011,73,3,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,186.0,15.0,artifact,0.8773204420714563,88.9973588765188,101.44224915856924,9.457988048654924,0.9110640382771786,66.70117156004872,73.21238547202519,9.945524978288734,13,False,False,-97.0026411234812,-119.29882843995128,97.0026411234812,119.29882843995128,9409.512384930886,14232.210467144929,False
00-0028016,Austin Pettis,2011,78,3,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,68.7,12.0,artifact,0.8570836273627326,58.99551454080961,68.83285674507663,8.555088652197266,0.8897076624864062,58.8676043176409,66.16510883263336,9.426331306472273,12,False,False,-9.704485459190394,-9.832395682359106,9.704485459190394,9.832395682359106,94.17703802763779,96.67600485447399,False
00-0028017,Leonard Hankerson,2011,79,3,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,108.6,14.0,artifact,0.8675958324991486,63.18978384414507,72.83320352303222,8.586893728561755,0.8542705132834206,62.590021536398694,73.26721520075837,7.8656074314479,4,True,False,-45.410216155854926,-46.0099784636013,45.410216155854926,46.0099784636013,2062.087731321468,2116.9181182210555,False
00-0028020,Vincent Brown,2011,82,3,WR,WR,1,2012,2011,2010,2011,2011,1,0.0,0.0,0.0,convention_zero,0.8653168933054483,62.17424197933215,71.85141358078775,8.538658051318345,0.919158715713746,73.87806397035733,80.37574219484983,9.61806687711763,10,False,False,62.17424197933215,73.87806397035733,62.17424197933215,73.87806397035733,3865.6363657045486,5457.96833600821,False
00-0028021,Jerrel Jernigan,2011,83,3,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,5.2,6.0,artifact,0.8645484048722148,61.84297762774728,71.53211697485929,8.522730584924668,0.7111981910580211,18.31735685273396,25.75562913831932,6.670021050383692,9,False,False,56.64297762774728,13.117356852733959,56.64297762774728,13.117356852733959,3208.4269145374788,172.06505080196655,True
00-0028034,Alex Green,2011,96,3,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,76.9,11.0,artifact,0.851981589990333,74.06557639098891,86.93330614318708,9.05412136953359,0.4928944587688487,8.952017630181277,18.162138914163528,3.4227791606460887,2,True,False,-2.834423609011097,-67.94798236981873,2.834423609011097,67.94798236981873,8.033957195319491,4616.928308129197,False
00-0028040,Jordan Cameron,2011,102,4,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,48.6,14.0,artifact,0.8074331283553975,35.5389499667625,44.01472854990386,6.842569992467318,0.708056829934192,17.420855098200324,24.60375263920475,5.45247648437005,5,False,False,-13.0610500332375,-31.179144901799678,13.0610500332375,31.179144901799678,170.59102797073328,972.1390768074208,False
00-0028042,Luke Stocker,2011,104,4,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,30.5,12.0,artifact,0.8056908271421098,35.0623896654105,43.518417343512965,6.8072225057652584,0.8415988239659761,32.279887518735805,38.35543325336302,7.731613663533756,9,False,False,4.5623896654105,1.779887518735805,4.5623896654105,1.779887518735805,20.81539945904453,3.1679995793515006,True
00-0028043,Roy Helu,2011,105,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,11.7,3.0,artifact,0.798858561607692,66.36344184369867,83.07283045216808,7.9621046954917425,0.9550409227380644,132.87395506860238,139.1290696608665,11.654334829544766,15,False,False,54.66344184369866,121.17395506860238,54.66344184369866,121.17395506860238,2988.091874199426,14683.12738696767,False
00-0028045,Kris Durham,2011,107,4,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,17.0,3.0,artifact,0.7949454757540175,44.22901996510952,55.63780323821284,7.327986559292398,0.5463877763376368,18.219075721672453,33.344588789654935,4.375645567003481,2,True,False,27.229019965109522,1.2190757216724535,27.229019965109522,1.2190757216724535,741.419528260333,1.4861456151712134,True
00-0028049,Clyde Gates,2011,111,4,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,39.6,9.0,artifact,0.7463669372612739,34.332283037875875,45.99920136314597,6.969038374653222,0.7191381874165778,20.714507034529095,28.804626700389264,7.297916208303904,13,False,False,-5.267716962124126,-18.885492965470906,5.267716962124126,18.885492965470906,27.748841993050235,356.6618445488511,False
00-0028050,Greg Salas,2011,112,4,WR,WR,1,2012,2011,2010,2011,2011,1,0.0,0.0,0.0,convention_zero,0.7916901365381004,43.09547779965828,54.43477922827992,7.269188567593327,0.8932465993336607,77.43937436244256,86.69428399751018,8.726763093017107,6,False,False,43.09547779965828,77.43937436244256,43.09547779965828,77.43937436244256,1857.22020678084,5996.856701646527,False
00-0028052,Cecil Shorts,2011,114,4,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,192.5,14.0,artifact,0.7903654725741351,42.65487315677881,53.96854320806359,7.2458868724443555,0.6997557751300849,22.767142189730713,32.53584035872843,6.721929233229329,10,False,False,-149.84512684322118,-169.73285781026928,149.84512684322118,169.73285781026928,22453.562038661046,28809.24302044109,False
00-0028053,Kendall Hunter,2011,115,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,64.10000000000001,11.0,artifact,0.7867177185106113,62.69658156599808,79.69387251718854,7.781639001954062,0.956679538684658,93.49788426628572,97.73166508278862,11.944139135407587,18,False,False,-1.403418434001928,29.397884266285715,1.403418434001928,29.397884266285715,1.9695833008964239,864.2355993339291,False
00-0028057,Delone Carter,2011,119,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,32.5,8.0,artifact,0.7744120998922615,54.01685305075505,69.75207781266595,7.75275227321004,0.8968522837137727,55.75321744382905,62.16544068211628,9.9472896815738,15,False,False,21.516853050755053,23.25321744382905,21.516853050755053,23.25321744382905,462.974965207787,540.7121214899956,False
00-0028061,Tandon Doss,2011,123,4,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,25.3,10.0,artifact,0.784408452439888,47.56556894379697,60.63877664225206,7.027502884483942,0.4427207327641113,6.89443394968456,15.57287346052082,3.405105474120947,2,True,False,22.265568943796968,-18.405566050315443,22.265568943796968,18.405566050315443,495.75556039097603,338.7648616325244,True
00-0028062,Owen Marecic,2011,124,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,0.0,4.0,artifact,0.7759234313102663,59.66476727753674,76.8951740209515,7.626296642509801,0.726284410875519,21.36927840843722,29.42274140605201,6.384713022366937,8,False,False,59.66476727753674,21.36927840843722,59.66476727753674,21.36927840843722,3559.884454282619,456.6460596973012,True
00-0028063,Taiwan Jones,2011,125,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,5.2,9.0,artifact,0.777322663751551,56.17005234775007,72.26092196599484,7.692492656717765,0.7621557503304512,25.31639286170819,33.216823268382676,6.957107356619056,9,False,False,50.97005234775007,20.116392861708192,50.97005234775007,20.116392861708192,2597.9462363323823,404.6692617665843,True
00-0028064,Bilal Powell,2011,126,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,89.9,13.0,artifact,0.7735459394795953,59.02223168097837,76.30087454235195,7.592646228445112,0.5051913845262647,11.064774417434464,21.902143932660852,3.542571270966419,2,True,False,-30.877768319021634,-78.83522558256554,30.877768319021634,78.83522558256554,953.4365763631761,6214.992792653997,False
00-0028067,Julius Thomas,2011,129,4,TE,TE,1,2012,2011,2010,2011,2011,1,0.0,0.0,0.0,convention_zero,0.7841296542533891,29.80665856432172,38.012410833642306,6.40282605454934,0.634798172476427,7.990409788438599,12.587323238923345,4.470863324915646,4,True,False,29.80665856432172,7.990409788438599,29.80665856432172,7.990409788438599,888.4368947700533,63.84664858717538,True
00-0028068,Jamie Harper,2011,130,4,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,22.8,7.0,artifact,0.7555231545433725,60.045941130697095,79.4759773669518,7.340114486005075,0.8276239449148717,34.26669081040418,41.40369671630128,7.977567530507314,10,False,False,37.24594113069709,11.466690810404177,37.24594113069709,11.466690810404177,1387.2601307113532,131.4849981414076,True
00-0028070,Kealoha Pilares,2011,132,5,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,13.9,8.0,artifact,0.7265634652433751,32.86888433472455,45.23883446811428,6.204374992705557,0.7530841022682119,23.654242291176782,31.409828224938806,7.420357096234677,11,False,False,18.96888433472455,9.754242291176782,18.96888433472455,9.754242291176782,359.81857290415843,95.14524267498167,True
00-0028071,Johnny White,2011,133,5,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,3.4000000000000004,3.0,artifact,0.7153194265506394,46.55929338286898,65.08881438797737,6.676010387098698,0.6819893299381651,16.081713437040296,23.580593905330453,5.742420090337805,7,False,False,43.15929338286898,12.681713437040296,43.15929338286898,12.681713437040296,1862.7246053085582,160.8258556992084,True
00-0028079,D.J. Williams,2011,141,5,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,12.7,9.0,artifact,0.7203929620663446,25.36284916135979,35.20696411110135,5.376054799656863,0.7186211462343449,13.012162775359986,18.107124795234835,5.58423862791969,6,False,False,12.66284916135979,0.3121627753599867,12.66284916135979,0.3121627753599867,160.34774888335036,0.09744559832044952,True
00-0028083,Jacquizz Rodgers,2011,145,5,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,125.6,15.0,artifact,0.6857260683707407,48.379389839110814,70.55206454970921,6.2489255174622365,0.96221493794177,86.76451832145217,90.1716600939975,11.889499689349378,17,False,False,-77.22061016088918,-38.83548167854782,77.22061016088918,38.83548167854782,5963.022633620021,1508.1946372048235,True
00-0028086,Denarius Moore,2011,148,5,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,159.1,14.0,artifact,0.7172274183603631,33.39481939645185,46.56099103516562,6.006137456152589,0.9727822203778366,120.84116185308405,124.2222147174404,11.3376195947648,13,False,False,-125.70518060354814,-38.25883814691595,125.70518060354814,38.25883814691595,15801.792430570657,1463.738696351911,True
00-0028087,Dion Lewis,2011,149,5,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,15.8,5.0,artifact,0.6565389901566182,48.50327807183627,73.87722404767727,5.919428864081227,0.906323726189324,44.97944587624748,49.62845457590021,9.708907997122632,13,False,False,32.703278071836266,29.17944587624748,32.703278071836266,29.17944587624748,1069.5043966438468,851.4400616448561,True
00-0028090,T.J. Yates,2011,152,5,QB,QB,1,2012,2011,2010,2011,2011,1,1.0,3.42,3.0,artifact,0.4719932746634558,12.388812012254062,26.24785707187804,2.2753546426818336,0.7614466089393086,59.237436747234455,77.79591641986812,6.069456730015765,8,False,False,8.968812012254062,55.81743674723445,8.968812012254062,55.81743674723445,80.43958891115277,3115.586245031519,False
00-0028091,Jeremy Kerley,2011,153,5,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,145.38,15.0,artifact,0.7123658409779808,32.54498391764285,45.68577273857355,5.946579859697112,0.9286796370213498,72.12522616864207,77.6642701028492,10.376098913851289,14,False,False,-112.83501608235714,-73.25477383135792,112.83501608235714,73.25477383135792,12731.740854305795,5366.261889083402,True
00-0028093,Niles Paul,2011,155,5,WR,TE,1,2012,2011,2010,2011,2011,1,1.0,29.1,12.0,artifact,0.7104253588701228,32.21329204649394,45.34366861245877,5.923034871211192,0.8320978487129844,22.333676026814064,26.840204023310267,7.525982509354765,9,False,False,3.113292046493939,-6.766323973185937,3.113292046493939,6.766323973185937,9.692587366762417,45.78314011011072,False
00-0028097,Lee Smith,2011,159,5,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,17.3,8.0,artifact,0.7061333992164003,19.63068858088578,27.80025502641576,5.2103809481137215,0.6304326744420348,10.357215336870809,16.428741333937797,4.413463074147267,4,True,False,2.3306885808857807,-6.942784663129192,2.3306885808857807,6.942784663129192,5.432109261071374,48.20225887858193,False
00-0028105,Ryan Whalen,2011,167,6,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,12.3,6.0,artifact,0.6460364969291482,24.87981815380912,38.51147461803187,5.017275330230742,0.6653566188499288,25.22418341784989,37.91077251391889,5.68219988749071,4,True,False,12.579818153809118,12.924183417849889,12.579818153809118,12.924183417849889,158.25182478290543,167.03451701822604,False
00-0028112,Charles Clay,2011,174,6,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,51.2,13.0,artifact,0.6298719674692078,15.72415210314407,24.964044941264618,4.203964241454063,0.9382271202865994,63.9404707526413,68.15031176364788,10.537847721892089,13,False,False,-35.47584789685593,12.7404707526413,35.47584789685593,12.7404707526413,1258.5357840008573,162.3195949989084,True
00-0028114,Dwayne Harris,2011,176,6,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,47.7,14.0,artifact,0.638249846175578,20.930052548320184,32.79288302807123,4.977446312162241,0.5313983529225944,10.107033601281248,19.0196931279414,4.643169607051002,7,False,False,-26.76994745167982,-37.59296639871876,26.76994745167982,37.59296639871876,716.6300865656989,1413.2311226551976,False
00-0028115,Evan Royster,2011,177,6,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,45.8,14.0,artifact,0.6115380277587535,30.335595985696187,49.60541226990273,5.249303693291392,0.7403499239483332,55.34032968546393,74.74888278549477,6.561873965470846,6,False,False,-15.46440401430381,9.54032968546393,15.46440401430381,9.54032968546393,239.1477915176158,91.0178905073443,True
00-0028118,Tyrod Taylor,2011,180,6,QB,QB,1,2012,2011,2010,2011,2011,1,1.0,2.0,4.0,artifact,0.354737202729218,9.34855901072921,26.353477838819337,1.4040227195606885,0.5793815954450001,15.28555449200918,26.382533743186908,3.0245189272065787,2,True,False,7.348559010729209,13.28555449200918,7.348559010729209,13.28555449200918,54.001319534169454,176.5059581601453,False
00-0028119,Richard Gordon,2011,181,6,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,8.9,9.0,artifact,0.6227090440903865,9.5175581783443,15.28411746812982,4.216179872525299,0.7604411729671107,13.420547864066265,17.648370894623703,6.194742377546249,8,False,False,0.6175581783443,4.520547864066264,0.6175581783443,4.520547864066264,0.3813781036399303,20.435352991314065,False
00-0028125,Allen Bradford,2011,187,6,RB,RB,1,2012,2011,2010,2011,2011,1,0.0,0.0,0.0,artifact,0.6015533271019788,28.612329704096087,47.56407855299844,5.136130414278246,0.4492217811354369,7.024063116861966,15.636069780739916,2.9762615644358936,1,True,False,28.612329704096087,7.024063116861966,28.612329704096087,7.024063116861966,818.6654110958992,49.33746266966064,True
00-0028142,Virgil Green,2011,204,7,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,7.4,4.0,artifact,0.5452957658783675,6.3770318780695145,11.694629368334326,3.2867701254107056,0.7887442984586538,18.47383657348055,23.42183215724247,6.694908224831526,8,False,False,-1.0229681219304858,11.07383657348055,1.0229681219304858,11.07383657348055,1.0464637784859854,122.62985645615545,False
00-0028156,Ryan Taylor,2011,218,7,TE,TE,1,2012,2011,2010,2011,2011,1,1.0,2.1,5.0,artifact,0.5338505316011605,5.3375092107482,9.998134112069875,3.171166808670186,0.8294399545581893,21.94617583020485,26.45902902265509,7.432844095704154,10,False,False,3.2375092107482,19.84617583020485,3.2375092107482,19.84617583020485,10.481465889679432,393.87069508340716,False
00-0028158,Shaun Chapas,2011,220,7,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,0.0,1.0,artifact,0.5111178792110775,18.737437540438076,36.659718437867504,4.033436118087776,0.4625320453638139,9.059913339145185,19.587644639884196,3.0988046820208894,1,True,False,18.737437540438076,9.059913339145185,18.737437540438076,9.059913339145185,351.0915655818181,82.08202971282086,True
00-0028159,Da'Rel Scott,2011,221,7,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,0.9,1.0,artifact,0.5102075795637504,18.618122291751327,36.49126950969766,4.024330211829176,0.6775393083684298,14.757941937057677,21.781676361473416,5.68577759011276,7,False,False,17.718122291751328,13.857941937057676,17.718122291751328,13.857941937057676,313.93185754545533,192.04255473086187,True
00-0028163,Anthony Allen,2011,225,7,RB,RB,1,2012,2011,2010,2011,2011,1,1.0,3.5,12.0,artifact,0.5065943433009842,18.14874783944342,35.82501083842671,3.988280723527239,0.43818435890093,5.408549299017741,12.343090731452994,2.8760103042266763,1,True,False,14.64874783944342,1.908549299017741,14.64874783944342,1.908549299017741,214.58581326359825,3.642560426781111,True
00-0028174,Stephen Burton,2011,236,7,WR,WR,1,2012,2011,2010,2011,2011,1,1.0,14.5,8.0,artifact,0.5100203147147828,14.72403868493886,28.86951413528095,3.5217093683012473,0.7005820376037729,35.66033034359977,50.901005777382096,5.756473881368473,1,True,False,0.2240386849388596,21.160330343599767,0.2240386849388596,21.160330343599767,0.05019333234913359,447.75958025026904,False
00-0028179,David Ausberry,2011,241,7,WR,TE,1,2012,2011,2010,2011,2011,1,1.0,16.2,10.0,artifact,0.5336651206107348,10.484081146192374,19.64543070417311,3.755200658888756,0.7956580942918505,16.955040738132954,21.30945548065245,6.790912570251605,9,False,False,-5.715918853807626,0.7550407381329549,5.715918853807626,0.7550407381329549,32.67172834331348,0.5700865162403574,True
00-0028187,DeMarco Sampson,2011,249,7,WR,WR,1,2012,2011,2010,2011,2011,1,0.0,0.0,0.0,convention_zero,0.5197241387975747,5.256173652250203,10.113391431867685,3.720653785981485,0.4371945321821679,9.584794293636447,21.923408432845417,3.708769725022702,6,False,False,5.256173652250203,9.584794293636447,5.256173652250203,9.584794293636447,27.627361462609237,91.8682816513258,False
00-0029668,Andrew Luck,2012,1,1,QB,QB,1,2013,2012,2011,2012,2012,1,1.0,276.6,15.0,artifact,0.9755383742388128,155.12410857197813,159.01384575775137,12.265621788101411,0.9672174626590652,192.8351636542976,199.3710526319045,12.353868934568476,17,False,False,-121.4758914280219,-83.76483634570243,121.4758914280219,83.76483634570243,14756.392198232563,7016.547808022312,True
00-0029665,Robert Griffin III,2012,2,1,QB,QB,1,2013,2012,2011,2012,2012,1,1.0,213.02,13.0,artifact,0.9705033083864492,141.56152645098155,145.86403284532906,11.464479819012004,0.9759668179714056,217.52557416662177,222.8821412379155,13.212236399701794,16,False,False,-71.45847354901846,4.505574166621756,71.45847354901846,4.505574166621756,5106.313441955772,20.30019857092933,True
00-0029675,Trent Richardson,2012,3,1,RB,RB,1,2013,2012,2011,2012,2012,1,1.0,132.70000000000002,15.0,artifact,0.9885292344991504,223.4298449805303,226.02249603041184,14.030897173209087,0.9823421965901364,192.07065126914975,195.52316080471456,12.718509586593973,15,False,False,90.72984498053029,59.37065126914973,90.72984498053029,59.37065126914973,8231.904770191057,3524.8742321229906,True
00-0029707,Justin Blackmon,2012,5,1,WR,WR,1,2013,2012,2011,2012,2012,1,1.0,76.4,4.0,artifact,0.9647754056170058,147.75822474302475,153.15297620851817,12.6154567581932,0.9879317268418588,146.08827076044335,147.8728405933947,12.357356812835537,16,False,False,71.35822474302475,69.68827076044334,71.35822474302475,69.68827076044334,5091.996238476029,4856.4550815808625,True
00-0029701,Ryan Tannehill,2012,8,1,QB,QB,1,2013,2012,2011,2012,2012,1,1.0,230.26,15.0,artifact,0.933108291705119,101.59604262845646,108.87915532591028,9.59114640684231,0.934475367444934,137.42913508163505,147.06555129152014,10.293578780856189,16,False,False,-128.66395737154352,-92.83086491836494,128.66395737154352,92.83086491836494,16554.413926506368,8617.569481491719,True
00-0029638,Michael Floyd,2012,13,1,WR,WR,1,2013,2012,2011,2012,2012,1,1.0,184.0,15.0,artifact,0.9616283413468432,125.33515686468412,130.33637994606258,11.930803907022572,0.9593050009567884,98.10983613190126,102.27178638081612,11.12741434047683,15,False,False,-58.66484313531588,-85.89016386809874,58.66484313531588,85.89016386809874,3441.5638200912185,7377.120249288854,False
